type,address,number,postal_code,municipality,province,location,public,available,hours,full_address,lat,lon
,Place de Cuesmes,1.0,7033.0,Cuesmes,Hainaut,cafétaria,,,,"1.0 Place de Cuesmes, Cuesmes, Hainaut, Belgium 7033",50.436965,3.9249559
,Avenue du Roi Cheval,1.0,7020.0,NimyMons),Hainaut,cafétaria,,,,"1.0 Avenue du Roi Cheval, NimyMons), Hainaut, Belgium 7020",50.4824521,3.9637863
,Voie de Wasmes,23.0,7033.0,Cuesmes,Hainaut, local maîtres-nageurs,,,,"23.0 Voie de Wasmes, Cuesmes, Hainaut, Belgium 7033",50.4363364,3.9095058
,Rue Jean Jaurés,1.0,7033.0,Cuesmes,Hainaut,hall 1 au fond de la salle,,,,"1.0 Rue Jean Jaurés, Cuesmes, Hainaut, Belgium 7033",50.4406357,3.911814
,Rue de la Barrière,1.0,7011.0,Ghlin,Hainaut,vestiaire arbitre,,,,"1.0 Rue de la Barrière, Ghlin, Hainaut, Belgium 7011",50.46551,3.91039
,Rue de Mons,,7011.0,Ghlin,Hainaut,cafétaria terrain rugby,,,," Rue de Mons, Ghlin, Hainaut, Belgium 7011",50.4705841,3.9174609
,Rue des Epinois,,7020.0,Mons,Hainaut,cafétaria terrain de football,,,," Rue des Epinois, Mons, Hainaut, Belgium 7020",50.3938107,4.2484163
,Rue des Walbrees,,7011.0,Ghlin,Hainaut,cafétaria terrain football,,,," Rue des Walbrees, Ghlin, Hainaut, Belgium 7011",50.4677411,3.9204355
,Docteur Beudin,,1080.0,Bruxelles,Bruxelles-Brussel," sous-sol, salle de sport",,,," Docteur Beudin, Bruxelles, Bruxelles-Brussel, Belgium 1080",50.8569948,4.3141676
,Rue de Lombardzijde,120.0,1120.0,Bruxelles,Bruxelles-Brussel,salle omnisport,,,,"120.0 Rue de Lombardzijde, Bruxelles, Bruxelles-Brussel, Belgium 1120",50.8476424,4.3571696
,Vakenstraat,18.0,3110.0,Rotselaar,Vlaams-Brabant, glvl naast balie,,,,"18.0 Vakenstraat, Rotselaar, Vlaams-Brabant, Belgium 3110",50.9635574,4.7261822
,Caron du Charbonnage,,7321.0,Harchies,Hainaut,près du porte buvette,,,," Caron du Charbonnage, Harchies, Hainaut, Belgium 7321",50.4803048,3.6946534
,Rue du Stade ,49.0,6741.0,Vance,Luxembourg,garage matériel des vestiaires,,,,"49.0 Rue du Stade , Vance, Luxembourg, Belgium 6741",49.6661653,5.6609294
,Walstraat ,5.0,3300.0,Tienen,Vlaams-Brabant,inkomhal ,,,,"5.0 Walstraat , Tienen, Vlaams-Brabant, Belgium 3300",50.8059419,4.9232589
,Rue de Baelen,,4840.0,Welkenraedt,Liège,entrée cafétaria,,,," Rue de Baelen, Welkenraedt, Liège, Belgium 4840",50.6529073,5.9651213
,Rue des Fabriques ,54.0,1000.0,Bruxelles,Bruxelles-Brussel,"rez, gymnase",,,,"54.0 Rue des Fabriques , Bruxelles, Bruxelles-Brussel, Belgium 1000",50.8487162,4.3409515
,Chaussée de Vilvorde,170.0,1120.0,Bruxelles,Bruxelles-Brussel,entrant dans la salle,,,,"170.0 Chaussée de Vilvorde, Bruxelles, Bruxelles-Brussel, Belgium 1120",50.8941631,4.3982083
,Bd d Angleterre,,1420.0,Braine-l Alleud,Brabant Wallon,rez de chaussée,,,," Bd d Angleterre, Braine-l Alleud, Brabant Wallon, Belgium 1420",50.66514,4.3789469
,Rue Baron Dhanis,6.0,1040.0,Bruxelles,Bruxelles-Brussel,secret. 1ière porte droîte,,,,"6.0 Rue Baron Dhanis, Bruxelles, Bruxelles-Brussel, Belgium 1040",50.8291877,4.3967415
,Rue Magritte,20.0,4920.0,Aywaille,Liège,hall omnisports,,,,"20.0 Rue Magritte, Aywaille, Liège, Belgium 4920",50.4667799,5.7130934
,Rue les Sarts,4.0,4990.0,Lierneux,Liège,cafétaria,,,,"4.0 Rue les Sarts, Lierneux, Liège, Belgium 4990",50.2624762,5.8574077
,Zoning Industriel Rue de la Vieille Sambre,,5190.0,Mornimont,Namur,,,,," Zoning Industriel Rue de la Vieille Sambre, Mornimont, Namur, Belgium 5190",50.4519515,4.7129598
,Graanmarkt,,2000.0,Antwerpen,Antwerpen,achterkant gebouw,,,," Graanmarkt, Antwerpen, Antwerpen, Belgium 2000",51.2158876,4.4085722
,Rue Haut des Bruyères,,6860.0,Léglise,Luxembourg,local arbitre,,,," Rue Haut des Bruyères, Léglise, Luxembourg, Belgium 6860",49.8027754,5.5325424
,Rue Cour Marchal,10.0,6760.0,Virton,Luxembourg,,,,,"10.0 Rue Cour Marchal, Virton, Luxembourg, Belgium 6760",49.5658203,5.5361601
,Rue du Beau Site,25.0,4400.0,Flémalle,Liège,cafétaria,,,,"25.0 Rue du Beau Site, Flémalle, Liège, Belgium 4400",50.5976029,5.446865
,Rue Paquot,2.0,4280.0,Lens-Saint-Remy,Liège, buvette,,,,"2.0 Rue Paquot, Lens-Saint-Remy, Liège, Belgium 4280",50.6578327,5.1295976
,Rue de Fleurus,2.0,5030.0,Gembloux,Namur,rez-de-chaussée,,,,"2.0 Rue de Fleurus, Gembloux, Namur, Belgium 5030",50.5874511,4.7252558
,Rue de la Malaise,,7140.0,Morlanwelz,Hainaut,buvette,,,," Rue de la Malaise, Morlanwelz, Hainaut, Belgium 7140",50.4565775,4.2361112
,Avenue Fonsny,,1060.0,Bruxelles,Bruxelles-Brussel,terminal Eurostar,,,," Avenue Fonsny, Bruxelles, Bruxelles-Brussel, Belgium 1060",50.8339057,4.3357606
,Rue de Frameries,,7000.0,Mons,Hainaut,local cafétaria,,,," Rue de Frameries, Mons, Hainaut, Belgium 7000",50.435838,3.9237374
,Rue de By,,7000.0,MONS,Hainaut,local cafétaria,,,," Rue de By, MONS, Hainaut, Belgium 7000",50.4384305,3.9631908
,Rue Dr. Wolkas,,7012.0,Jemappes,Hainaut,cuisine derrière cafétaria,,,," Rue Dr. Wolkas, Jemappes, Hainaut, Belgium 7012",50.4485074,3.8803074
,Rue Irma Fievet,,7021.0,Havré,Hainaut,magasin de la salle de sports,,,," Rue Irma Fievet, Havré, Hainaut, Belgium 7021",50.463272,4.0512685
,Rue des Produits,18.0,7012.0,Flénu,Hainaut,salle de sports,,,,"18.0 Rue des Produits, Flénu, Hainaut, Belgium 7012",50.4296404,3.8851003
,Rue des Laminoirs,,7012.0,Jemappes,Hainaut,hall vestiaire professionnel,,,," Rue des Laminoirs, Jemappes, Hainaut, Belgium 7012",50.4498473,3.8714237
,Avenue de Tir,,7000.0,MONS,Hainaut,vestiaires professionnels ,,,," Avenue de Tir, MONS, Hainaut, Belgium 7000",50.4616777,3.9621946
,Avenue du Tir,,7000.0,MONS,Hainaut,hall des vestiaires,,,," Avenue du Tir, MONS, Hainaut, Belgium 7000",50.4616777,3.9621946
,Rue de la Station,2.0,7800.0,Ath,Hainaut,bât principal l accueil,,,,"2.0 Rue de la Station, Ath, Hainaut, Belgium 7800",50.6273646,3.7767899
,Rue de l Angle,10.0,5310.0,Eghezée,Namur,"rez, secretariat",,,,"10.0 Rue de l Angle, Eghezée, Namur, Belgium 5310",50.5934688,4.917852
,Avenue Brugmann,,1180.0,Bruxelles,Bruxelles-Brussel,rez espace rangement,,,," Avenue Brugmann, Bruxelles, Bruxelles-Brussel, Belgium 1180",50.8085869,4.3446485
,Avenue Leopold III,,7100.0,Saint-Vaast,Hainaut,clubhouse,,,," Avenue Leopold III, Saint-Vaast, Hainaut, Belgium 7100",50.46201,4.1600642
,Rue de Montignies,,7063.0,Neufvilles,Hainaut,"rez, vestiaire arbitre",,,," Rue de Montignies, Neufvilles, Hainaut, Belgium 7063",50.5659032,3.9848468
,Rue de la Tannerie,,7000.0,Mons,Hainaut,ancienne Boulangerie,,,," Rue de la Tannerie, Mons, Hainaut, Belgium 7000",50.4475344,3.9557016
,Rue Janquart,16.0,5081.0,Meux,Namur,buvette plein pied,,,,"16.0 Rue Janquart, Meux, Namur, Belgium 5081",50.5522026,4.7960667
,Steenpoort,2.0,8500.0,Kortrijk,West-Vlaanderen,"glvl, EHBO lokaal",,,,"2.0 Steenpoort, Kortrijk, West-Vlaanderen, Belgium 8500",50.8271486,3.2696789
,Steenpoort,2.0,8500.0,KORTRIJK,West-Vlaanderen,verdieping +2 dispatch security,,,,"2.0 Steenpoort, KORTRIJK, West-Vlaanderen, Belgium 8500",50.8271486,3.2696789
,Rue de la Mamborée,,6890.0,Villance,Luxembourg,buvette,,,," Rue de la Mamborée, Villance, Luxembourg, Belgium 6890",49.9695718,5.2029233
,Rue du Cimetière,,7620.0,Bléharies,Hainaut,vestiare arbitre terrain 1,,,," Rue du Cimetière, Bléharies, Hainaut, Belgium 7620",50.5204398,3.4133293
,Rue des Trois Bourdons,54.0,4840.0,Welkenraedt,Liège,"hall 2, Hexcel 1",,,,"54.0 Rue des Trois Bourdons, Welkenraedt, Liège, Belgium 4840",50.6554166,5.9770759
,Rue des Trois Bourdons,54.0,4840.0,WELKENRAEDT,Liège,Hexel 2 - Hall 5,,,,"54.0 Rue des Trois Bourdons, WELKENRAEDT, Liège, Belgium 4840",50.6554166,5.9770759
,Rue Henri BLONDEL,,6700.0,Arlon,Luxembourg,"vestiarie arbitre, rez",,,," Rue Henri BLONDEL, Arlon, Luxembourg, Belgium 6700",49.6717218,5.8488996
,Platte Beekstraat,1.0,2800.0,Mechelen,Antwerpen,gang kleedkamers en WC,,,,"1.0 Platte Beekstraat, Mechelen, Antwerpen, Belgium 2800",51.0296439,4.504137
,Donkerlei,72.0,2800.0,MECHELEN,Antwerpen,inkomhal,,,,"72.0 Donkerlei, MECHELEN, Antwerpen, Belgium 2800",51.036298,4.4791898
,Eksterstraat,100.0,2800.0,MECHELEN,Antwerpen,inkomhal naast WC,,,,"100.0 Eksterstraat, MECHELEN, Antwerpen, Belgium 2800",51.0427713,4.4762389
,Pastorijstraat,50.0,2800.0,MECHELEN,Antwerpen,inkomhal naast trap,,,,"50.0 Pastorijstraat, MECHELEN, Antwerpen, Belgium 2800",51.0684832,4.4584885
,J.F. VAN GEELSTRAAT,1.0,2812.0,Muizen,Antwerpen,inkomhal naast trap,,,,"1.0 J.F. VAN GEELSTRAAT, Muizen, Antwerpen, Belgium 2812",51.0090533,4.5166576
,Paardenstraatje,8.0,2800.0,MECHELEN,Antwerpen,inkomhal links naast infobord,,,,"8.0 Paardenstraatje, MECHELEN, Antwerpen, Belgium 2800",51.0303375,4.4841852
,Chemin de la Hart,21.0,6700.0,Arlon,Luxembourg,buvette,,,,"21.0 Chemin de la Hart, Arlon, Luxembourg, Belgium 6700",49.6993502,5.8158277
,Rue des Prés,,5364.0,Schaltin,Namur,couloir des vestiaires,,,," Rue des Prés, Schaltin, Namur, Belgium 5364",50.3712579,5.1279327
,Rue Morimont,1.0,5330.0,Sart-Bernard,Namur,"rez, proche de l église",,,,"1.0 Rue Morimont, Sart-Bernard, Namur, Belgium 5330",50.401728,4.9410895
,Rue de l Hôpital,17.0,5300.0,Andenne,Namur,"rez, buvette",,,,"17.0 Rue de l Hôpital, Andenne, Namur, Belgium 5300",50.4896747,5.0993333
,Av. Einstein ,6.0,1300.0,Wavre,Brabant Wallon,"rez, locaux entreprise à l entrée",,,,"6.0 Av. Einstein , Wavre, Brabant Wallon, Belgium 1300",50.7311726,4.588456
,Place Cardinal Mercier,10.0,1348.0,Louvain-la-Neuve,Brabant Wallon,entrée,Y,,,"10.0 Place Cardinal Mercier, Louvain-la-Neuve, Brabant Wallon, Belgium 1348",50.6700753,4.6105271
,Rue Henri Wafelaerts,,1060.0,Bruxelles,Bruxelles-Brussel,secretariat,N,,," Rue Henri Wafelaerts, Bruxelles, Bruxelles-Brussel, Belgium 1060",50.8220323,4.3499152
,Rue d Hollebeke,18.0,7781.0,HouthemComines),Hainaut,entrée salle sports,,,,"18.0 Rue d Hollebeke, HouthemComines), Hainaut, Belgium 7781",50.7897536,2.954048
,Avenue Salomé,2.0,1150.0,Bruxelles,Bruxelles-Brussel,rez-de-chaussée,,,,"2.0 Avenue Salomé, Bruxelles, Bruxelles-Brussel, Belgium 1150",50.8326219,4.4564887
,Tiensevest,61.0,3010.0,Leuven,Vlaams-Brabant,"glvl, ingang",,,,"61.0 Tiensevest, Leuven, Vlaams-Brabant, Belgium 3010",50.8781581,4.715815
,Rue Saint Nicolas,68.0,4000.0,Liège,Liège,bureau acceuil,,,,"68.0 Rue Saint Nicolas, Liège, Liège, Belgium 4000",50.6391758,5.5395983
,Place Wilson,15.0,6200.0,Châtelineau,Hainaut,"rez, salle de garde",,,,"15.0 Place Wilson, Châtelineau, Hainaut, Belgium 6200",50.4158593,4.5179895
,Dieweg,3.0,1180.0,Bruxelles,Bruxelles-Brussel,"entrée usine, a côté infirmerie",,,,"3.0 Dieweg, Bruxelles, Bruxelles-Brussel, Belgium 1180",50.7970101,4.3509785
,Avenue De Roovere,3.0,1080.0,Bruxelles,Bruxelles-Brussel,bureau du surveillant,,,,"3.0 Avenue De Roovere, Bruxelles, Bruxelles-Brussel, Belgium 1080",50.851014,4.3205325
,Rue de la Chênaie,83.0,1180.0,Bruxelles,Bruxelles-Brussel,"stand de Tir, sous-sol",,,,"83.0 Rue de la Chênaie, Bruxelles, Bruxelles-Brussel, Belgium 1180",50.8476424,4.3571696
,Avenue de Globe,46.0,1190.0,Bruxelles,Bruxelles-Brussel,vestiaire arbitre,,,,"46.0 Avenue de Globe, Bruxelles, Bruxelles-Brussel, Belgium 1190",50.8082367,4.3257864
,Rue des Sports,16.0,6724.0,Houdemont,Luxembourg,rez. Salle polyvalente,,,,"16.0 Rue des Sports, Houdemont, Luxembourg, Belgium 6724",49.7250978,5.5325453
,Rue de Launoy,,6769.0,Meix-devant-Virton,Luxembourg,vestiaires des arbitres,,,," Rue de Launoy, Meix-devant-Virton, Luxembourg, Belgium 6769",49.6161109,5.4850552
,Rue le Brûlis,,6717.0,Attert,Luxembourg,vestiaire arbitre,,,," Rue le Brûlis, Attert, Luxembourg, Belgium 6717",49.7235757,5.8141974
,Rue de Roubaix,,7520.0,Templeuve,Hainaut,"rez, vestiaire arbitre",,,," Rue de Roubaix, Templeuve, Hainaut, Belgium 7520",50.6448033,3.2827682
Appareil fixe-Vast apparaat,Rue de l Aeroport,90.0,4460.0,Grâce-Hollogne,Liège,!AIRSIDE! Local repos RAMP,Oui-Ja,Oui-Ja,,"90.0 Rue de l Aeroport, Grâce-Hollogne, Liège, Belgium 4460",50.6358002,5.451961
,Rue de Tiège,,4970.0,Stavelot,Liège,Terrain A1 de football,,,," Rue de Tiège, Stavelot, Liège, Belgium 4970",50.4690196,5.9681127
,Rue L. Delhove,65.0,1080.0,Bruxelles,Bruxelles-Brussel,,,,,"65.0 Rue L. Delhove, Bruxelles, Bruxelles-Brussel, Belgium 1080",50.8695168,4.3157194
,Chemin de Stocq,64.0,7804.0,Ostiches,Hainaut,cafétaria,,,,"64.0 Chemin de Stocq, Ostiches, Hainaut, Belgium 7804",50.6697,3.7461188
,Avenue Jules. Mathieu,1.0,1400.0,Nivelles,Brabant Wallon,Couloir accès piscine,,,,"1.0 Avenue Jules. Mathieu, Nivelles, Brabant Wallon, Belgium 1400",50.5909527,4.3244666
,Rue de la Bassée,,6043.0,Ransart,Hainaut,buvette,,,," Rue de la Bassée, Ransart, Hainaut, Belgium 6043",50.4464741,4.4769597
,Rue des Sarts,,5501.0,Lisogne,Namur,vestiaire arbitre,,,," Rue des Sarts, Lisogne, Namur, Belgium 5501",50.2808581,4.9710519
,Résidence de Labaille,100.0,7870.0,Lens,Hainaut,vestiaire arbitre,,,,"100.0 Résidence de Labaille, Lens, Hainaut, Belgium 7870",50.5598174,3.9007327
,Avenue Victor Libert,,6900.0,Marche-en-Famenne,Luxembourg,1ière étage,,,," Avenue Victor Libert, Marche-en-Famenne, Luxembourg, Belgium 6900",50.2287972,5.3355476
,Weiveldlaan,8.0,1930.0,Zaventem,Vlaams-Brabant,lokaal nst receptie glvl,,,,"8.0 Weiveldlaan, Zaventem, Vlaams-Brabant, Belgium 1930",50.8697359,4.496495
,Vallee Bailly,102.0,1420.0,Braine-l Alleud,Brabant Wallon,salle omnisport,,,,"102.0 Vallee Bailly, Braine-l Alleud, Brabant Wallon, Belgium 1420",50.6895141,4.3806796
,Rue du Roseau,60.0,1180.0,Bruxelles,Bruxelles-Brussel,entrée,,,,"60.0 Rue du Roseau, Bruxelles, Bruxelles-Brussel, Belgium 1180",50.7870649,4.3350613
,Vieux Chemin de Seneffe,21.0,1400.0,Nivelles,Brabant Wallon,"rez, +1 étage",,,,"21.0 Vieux Chemin de Seneffe, Nivelles, Brabant Wallon, Belgium 1400",50.5870786,4.3142879
,Rue des Viaducs,100.0,7020.0,NimyMons),Hainaut,monter l escalier d entrée,,,,"100.0 Rue des Viaducs, NimyMons), Hainaut, Belgium 7020",50.4773615,3.9532011
,Rue de Village,,7622.0,Laplaigne,Hainaut,vestiaire arbitre,,,," Rue de Village, Laplaigne, Hainaut, Belgium 7622",50.5120542,3.4439334
,Rue de la Solitude,61.0,7540.0,Rumillies,Hainaut,buvette,,,,"61.0 Rue de la Solitude, Rumillies, Hainaut, Belgium 7540",50.6187612,3.430152
,Rue du Planois,,7090.0,Hennuyères,Hainaut,Rez cafétaria,,,," Rue du Planois, Hennuyères, Hainaut, Belgium 7090",50.6359717,4.1782931
,J. Saintraint,14.0,5000.0,Namur,Namur,1ière étage,,,,"14.0 J. Saintraint, Namur, Namur, Belgium 5000",50.4631169,4.8609868
,Rue de la Gendarmerie,,5600.0,Philippeville,Namur,"hall entrée, gauche",,,," Rue de la Gendarmerie, Philippeville, Namur, Belgium 5600",50.1980499,4.5633879
,Avenue des Sports ,4.0,5600.0,PHILIPPEVILLE,Namur,local maitre nageurs,,,,"4.0 Avenue des Sports , PHILIPPEVILLE, Namur, Belgium 5600",50.193658,4.5406878
,Rue Lieutenant Cotton,8.0,7880.0,Flobecq,Hainaut,buvette,,,,"8.0 Rue Lieutenant Cotton, Flobecq, Hainaut, Belgium 7880",50.733628,3.7458266
,Chée de Renaix,38.0,7890.0,Ellezelles,Hainaut,"compl. sportif, football club",,,,"38.0 Chée de Renaix, Ellezelles, Hainaut, Belgium 7890",50.718866,3.7858657
,Avenue de la déportation,68.0,7190.0,Ecaussinnes,Hainaut,vestiaire arbitre,,,,"68.0 Avenue de la déportation, Ecaussinnes, Hainaut, Belgium 7190",50.5628163,4.159412
,Rue du Collège,16.0,6200.0,Châtelet,Hainaut,secrétariat,,,,"16.0 Rue du Collège, Châtelet, Hainaut, Belgium 6200",50.4057995,4.5254733
,Rue de Temploux,,5190.0,Spy,Namur,hall d entrée,,,," Rue de Temploux, Spy, Namur, Belgium 5190",50.4816864,4.7173543
,Gemeenteplein,1.0,2650.0,Edegem,Antwerpen,ingang,,,,"1.0 Gemeenteplein, Edegem, Antwerpen, Belgium 2650",51.1550779,4.4455252
,Rue Sainte Anne,,5100.0,Naninne,Namur,vestiaire arbitre,,,," Rue Sainte Anne, Naninne, Namur, Belgium 5100",50.4194613,4.9123216
,Avenue de Clermont Tonnerre ,,1330.0,Rixensart,Brabant Wallon,acceuil,,,," Avenue de Clermont Tonnerre , Rixensart, Brabant Wallon, Belgium 1330",50.7131098,4.5362963
,Rue de Beauffaux,,5081.0,Saint-Denis-Bovesse,Namur,hall de la salle Judo,,,," Rue de Beauffaux, Saint-Denis-Bovesse, Namur, Belgium 5081",50.5431407,4.7693832
,Rue de Nivelles,32.0,7090.0,Ronquières,Hainaut,vestiarie de l arbitre,,,,"32.0 Rue de Nivelles, Ronquières, Hainaut, Belgium 7090",50.6089388,4.2362897
,Avenue des Sport,20.0,7730.0,Néchin,Hainaut,,,,,"20.0 Avenue des Sport, Néchin, Hainaut, Belgium 7730",50.6699728,3.2657068
,Rue de la Heid,50.0,4920.0,Aywaille,Liège,clubhouse,,,,"50.0 Rue de la Heid, Aywaille, Liège, Belgium 4920",50.4765541,5.6805819
,Rue de la Passerelle,125.0,7700.0,Mouscron,Hainaut,entrée,,,,"125.0 Rue de la Passerelle, Mouscron, Hainaut, Belgium 7700",50.7439254,3.2294493
,Rue Pepin,7.0,5170.0,Profondeville,Namur,"rez, vestiarie visiteur",,,,"7.0 Rue Pepin, Profondeville, Namur, Belgium 5170",50.3814367,4.9011455
,Rue des Tanneurs,140.0,7730.0,Estaimbourg,Hainaut,RDC - magasin masure,,,,"140.0 Rue des Tanneurs, Estaimbourg, Hainaut, Belgium 7730",50.6763992,3.3088529
,Rue du Ménil,45.0,1420.0,Braine-l Alleud,Brabant Wallon,local appartenant a la commune,,,,"45.0 Rue du Ménil, Braine-l Alleud, Brabant Wallon, Belgium 1420",50.6918328,4.3931893
,Rue du Tienne,48.0,5621.0,Thy-le-Bauduin,Namur,"rez, buvette",,,,"48.0 Rue du Tienne, Thy-le-Bauduin, Namur, Belgium 5621",50.302572,4.5166736
,Allée des Sports,9.0,1480.0,Tubize,Brabant Wallon,entrée salle,,,,"9.0 Allée des Sports, Tubize, Brabant Wallon, Belgium 1480",50.6854552,4.2009531
,Plaine des Sports,20.0,1970.0,Wezembeek-Oppem,Vlaams-Brabant,buvette,,,,"20.0 Plaine des Sports, Wezembeek-Oppem, Vlaams-Brabant, Belgium 1970",50.8433755,4.487436
,Rue de la Concorde,41.0,4800.0,Verviers,Liège,"rez, acceuil",,,,"41.0 Rue de la Concorde, Verviers, Liège, Belgium 4800",50.59066,5.85575
,"P.I. Hauts Sarts, 2ième avenue",,4040.0,Herstal,Liège,"rez, hall entrée",,,," P.I. Hauts Sarts, 2ième avenue, Herstal, Liège, Belgium 4040",50.6954702,5.6264984
,Rue Carrière du Parrain,13.0,5660.0,Pesche,Namur,entresol vestiaires,,,,"13.0 Rue Carrière du Parrain, Pesche, Namur, Belgium 5660",50.0506907,4.4582721
,Blvd de Lauzelle,,1348.0,Louvain-la-Neuve,Brabant Wallon,,,,," Blvd de Lauzelle, Louvain-la-Neuve, Brabant Wallon, Belgium 1348",50.6728665,4.6065641
,Rue du Stade Communal S/N,,7540.0,KainTournai),Hainaut,cafétaria,,,," Rue du Stade Communal S/N, KainTournai), Hainaut, Belgium 7540",50.6302004,3.3879256
,Avenue Alphonse Allard,210.0,1420.0,Braine-l Alleud,Brabant Wallon,"rez, toilette",,,,"210.0 Avenue Alphonse Allard, Braine-l Alleud, Brabant Wallon, Belgium 1420",50.6755087,4.3823656
,Rue des Dames,79.0,7080.0,Frameries,Hainaut,buvette,,,,"79.0 Rue des Dames, Frameries, Hainaut, Belgium 7080",50.4132263,3.8927229
,Rue Drève des Brûlés ,59.0,1150.0,Bruxelles,Bruxelles-Brussel,rez-de-chaussée,,,,"59.0 Rue Drève des Brûlés , Bruxelles, Bruxelles-Brussel, Belgium 1150",50.8232768,4.4581468
,Chaussée de Hal,,1400.0,Nivelles,Brabant Wallon,parking l I.P.O.T.,,,," Chaussée de Hal, Nivelles, Brabant Wallon, Belgium 1400",50.6206137,4.3216664
,Rue de Lillois,19.0,1421.0,Braine-l Alleud,Brabant Wallon,"rez, buvette",,,,"19.0 Rue de Lillois, Braine-l Alleud, Brabant Wallon, Belgium 1421",50.6606591,4.3563051
,Place de Brouckère ,1.0,1000.0,Bruxelles,Bruxelles-Brussel,droite caisses automatiques,,,,"1.0 Place de Brouckère , Bruxelles, Bruxelles-Brussel, Belgium 1000",50.8512113,4.3528872
,Gevangenisstraat ,10.0,8000.0,Brugge,West-Vlaanderen,dispatching uitgang,,,,"10.0 Gevangenisstraat , Brugge, West-Vlaanderen, Belgium 8000",51.2066319,3.22935
,Rue de l Eglise ,,1150.0,Bruxelles,Bruxelles-Brussel,Adispatching sortie parking,,,," Rue de l Eglise , Bruxelles, Bruxelles-Brussel, Belgium 1150",50.8407211,4.4634331
,Boulevard Emile Jacmain ,14.0,1000.0,Bruxelles,Bruxelles-Brussel,dispatching sortie,,,,"14.0 Boulevard Emile Jacmain , Bruxelles, Bruxelles-Brussel, Belgium 1000",50.8539264,4.3541238
,Eikenstraat ,9.0,2000.0,Antwerpen,Antwerpen,dispatching -1,,,,"9.0 Eikenstraat , Antwerpen, Antwerpen, Belgium 2000",51.2189682,4.4103628
,Naaldenstraat,10.0,8000.0,BRUGGE,West-Vlaanderen, in-uitgang wagens,,,,"10.0 Naaldenstraat, BRUGGE, West-Vlaanderen, Belgium 8000",51.2106207,3.2221244
,Zilverpand ,14.0,8000.0,BRUGGE,West-Vlaanderen,dispatching,,,,"14.0 Zilverpand , BRUGGE, West-Vlaanderen, Belgium 8000",51.20637749999999,3.2201328
,Avenue de la Toison d or,20.0,1000.0,Bruxelles,Bruxelles-Brussel,dispatching sortie,,,,"20.0 Avenue de la Toison d or, Bruxelles, Bruxelles-Brussel, Belgium 1000",50.8362106,4.3564723
,Place de la Monnaie,25.0,1000.0,Bruxelles,Bruxelles-Brussel,dispatch sortie caisses,,,,"25.0 Place de la Monnaie, Bruxelles, Bruxelles-Brussel, Belgium 1000",50.8496918,4.3532151
,Drève des Alliés ,,6530.0,Thuin,Hainaut,hall polyvalent,,,," Drève des Alliés , Thuin, Hainaut, Belgium 6530",50.3393888,4.3034205
,Rue de Fleurjoux,50.0,6220.0,Fleurus,Hainaut,hall d entrée,,,,"50.0 Rue de Fleurjoux, Fleurus, Hainaut, Belgium 6220",50.4704968,4.5594888
,Rue Nicolas Roeltgen ,60.0,6717.0,Nothomb,Luxembourg,local du CTT,,,,"60.0 Rue Nicolas Roeltgen , Nothomb, Luxembourg, Belgium 6717",49.7711478,5.7864165
,Rue des Beaux Prés,,1370.0,Jodoigne,Brabant Wallon,"rez, vestiaire arbitre Terrain de Football",,,," Rue des Beaux Prés, Jodoigne, Brabant Wallon, Belgium 1370",50.74086,4.81841
,Drève du Tennis ,25.0,1780.0,Wemmel,Vlaams-Brabant,entrée clubhouse 1ière étage,,,,"25.0 Drève du Tennis , Wemmel, Vlaams-Brabant, Belgium 1780",50.905124,4.301862
,Avenue Huyberechts,13.0,1340.0,Heppignies,Brabant Wallon,rez,,,,"13.0 Avenue Huyberechts, Heppignies, Brabant Wallon, Belgium 1340",50.7257267,4.872903
,Schommelei ,5.0,2850.0,Boom,Antwerpen,medisch kabinet,,,,"5.0 Schommelei , Boom, Antwerpen, Belgium 2850",51.0883759,4.3746771
,Rue Chemin Struykbeken ,2.0,1200.0,Bruxelles,Bruxelles-Brussel,rez entrée vestiaires,,,,"2.0 Rue Chemin Struykbeken , Bruxelles, Bruxelles-Brussel, Belgium 1200",50.8427374,4.4435718
,Rue de St. Ghislain,,7950.0,Chièvres,Hainaut,"rez, vestiaire arbitre",,,," Rue de St. Ghislain, Chièvres, Hainaut, Belgium 7950",50.5639938,3.806165
,Chaussée de Marche ,273.0,5100.0,JambesNamur),Namur,bureau directrice,,,,"273.0 Chaussée de Marche , JambesNamur), Namur, Belgium 5100",50.4495349,4.8933676
,Nijverheidsstraat,30.0,2260.0,Oevel,Antwerpen,"glvl, EHBO lok Estane afd",,,,"30.0 Nijverheidsstraat, Oevel, Antwerpen, Belgium 2260",51.1401185,4.9156547
,Nijverheidsstraat,30.0,2260.0,OEVEL,Antwerpen,"glvl, EHBO lok, TempRite",,,,"30.0 Nijverheidsstraat, OEVEL, Antwerpen, Belgium 2260",51.1401185,4.9156547
,Rue de la Gravalle,,6742.0,Chantemelle,Luxembourg,"rez, local technique",,,," Rue de la Gravalle, Chantemelle, Luxembourg, Belgium 6742",49.6545369,5.6503065
,Esplanade René Magritte,,6900.0,MARCHE-EN-FAMENNE,Luxembourg,"rez, accueil cliënt",,,," Esplanade René Magritte, MARCHE-EN-FAMENNE, Luxembourg, Belgium 6900",50.221835,5.355811699999999
